CustomerID,date,trigger_count,day_index,first_trigger_day
13018,2011-09-08,19,281,78
13018,2011-09-15,15,288,78
13018,2011-09-28,19,301,78
13018,2011-10-06,30,309,78
13018,2011-11-09,24,343,78
13018,2011-11-13,23,347,78
13018,2011-11-23,19,357,78
13021,2010-12-16,7,15,15
13021,2011-03-21,16,110,15
13021,2011-05-08,16,158,15
13021,2011-06-26,19,207,15
13021,2011-09-30,17,303,15
13021,2011-11-01,14,335,15
13021,2011-11-14,27,348,15
13021,2011-12-05,15,369,15
13023,2011-08-02,20,244,244
13023,2011-10-06,20,309,244
13026,2011-03-09,5,98,98
13026,2011-05-03,1,153,98
13026,2011-09-08,11,281,98
13026,2011-11-08,9,342,98
13026,2011-12-08,14,372,98
13027,2010-12-20,6,19,19
13027,2011-03-16,3,105,19
13027,2011-04-20,6,140,19
13027,2011-07-05,4,216,19
13027,2011-07-07,2,218,19
13027,2011-08-18,5,260,19
13028,2011-10-25,24,328,328
13028,2011-11-17,21,351,328
13029,2010-12-21,1,20,20
13029,2011-07-24,6,235,20
13029,2011-11-09,3,343,20
13030,2010-12-06,60,5,5
13030,2011-11-28,39,362,5
13032,2011-09-13,44,286,286
13032,2011-10-18,27,321,286
13033,2010-12-17,11,16,16
13034,2010-12-05,11,4,4
13034,2011-10-16,26,319,4
13035,2011-03-24,12,113,113
13035,2011-09-27,15,300,113
13037,2011-03-28,15,117,117
13037,2011-05-04,18,154,117
13037,2011-07-24,15,235,117
13038,2011-02-22,15,83,83
13038,2011-06-09,7,190,83
13038,2011-09-20,6,293,83
13040,2011-11-06,21,340,340
13040,2011-12-01,22,365,340
13043,2011-03-11,13,100,100
13044,2011-02-21,33,82,82
13045,2011-09-01,18,274,274
13046,2011-03-18,14,107,107
13046,2011-11-09,21,343,107
13047,2010-12-01,17,0,0
13047,2011-02-03,26,64,0
13047,2011-03-30,20,119,0
13047,2011-05-04,19,154,0
13047,2011-06-19,32,200,0
13047,2011-08-04,26,246,0
13047,2011-10-14,31,317,0
13047,2011-11-08,1,342,0
13048,2011-01-16,40,46,46
13048,2011-04-15,37,135,46
13048,2011-08-18,29,260,46
13048,2011-11-25,30,359,46
13049,2011-01-25,7,55,55
13049,2011-10-06,7,309,55
13050,2010-12-08,18,7,7
13050,2010-12-14,16,13,7
13050,2010-12-16,19,15,7
13050,2010-12-20,16,19,7
13050,2011-01-23,17,53,7
13050,2011-02-04,13,65,7
13050,2011-02-08,17,69,7
13050,2011-03-22,22,111,7
13050,2011-05-19,20,169,7
13050,2011-06-07,105,188,7
13050,2011-07-14,20,225,7
13050,2011-08-10,23,252,7
13050,2011-08-25,20,267,7
13050,2011-10-14,18,317,7
13050,2011-10-25,22,328,7
13050,2011-11-18,17,352,7
13050,2011-11-25,20,359,7
13052,2011-05-11,18,161,161
13055,2011-05-10,22,160,160
13055,2011-09-22,54,295,160
13058,2011-07-11,3,222,222
13058,2011-10-12,3,315,222
13058,2011-11-15,2,349,222
13059,2011-04-04,8,124,124
13060,2011-03-31,15,120,120
13061,2011-09-28,10,301,301
13062,2011-06-01,11,182,182
13064,2011-01-16,9,46,46
13064,2011-07-10,27,221,46
13064,2011-09-12,12,285,46
13064,2011-11-27,21,361,46
13065,2010-12-01,14,0,0
13066,2011-11-07,28,341,341
13066,2011-11-15,20,349,341
13067,2011-09-18,15,291,291
13068,2011-01-24,1,54,54
13068,2011-11-29,1,363,54
13069,2010-12-05,43,4,4
13069,2010-12-13,35,12,4
13069,2011-01-09,36,39,4
13069,2011-02-04,24,65,4
13069,2011-03-24,48,113,4
13069,2011-04-14,24,134,4
13069,2011-04-18,27,138,4
13069,2011-05-08,16,158,4
13069,2011-05-11,10,161,4
13069,2011-05-25,7,175,4
13069,2011-06-01,2,182,4
13069,2011-06-03,2,184,4
13069,2011-06-12,20,193,4
13069,2011-07-12,16,223,4
13069,2011-08-04,6,246,4
13069,2011-08-12,14,254,4
13069,2011-09-01,38,274,4
13069,2011-10-17,15,320,4
13069,2011-11-25,23,359,4
13069,2011-12-09,19,373,4
13070,2011-05-31,9,181,181
13072,2011-03-18,7,107,107
13075,2011-08-02,22,244,244
13077,2010-12-08,14,7,7
13077,2011-02-22,49,83,7
13077,2011-12-08,49,372,7
13078,2010-12-08,10,7,7
13078,2010-12-15,19,14,7
13078,2011-01-11,13,41,7
13078,2011-01-27,9,57,7
13078,2011-02-16,13,77,7
13078,2011-03-09,26,98,7
13078,2011-03-30,17,119,7
13078,2011-04-08,21,128,7
13078,2011-04-27,13,147,7
13078,2011-05-23,20,173,7
13078,2011-06-12,16,193,7
13078,2011-06-29,18,210,7
13078,2011-07-22,21,233,7
13078,2011-08-15,17,257,7
13078,2011-08-25,21,267,7
13078,2011-09-14,11,287,7
13078,2011-09-18,11,291,7
13078,2011-10-06,19,309,7
13078,2011-10-12,12,315,7
13078,2011-10-19,6,322,7
13078,2011-11-07,7,341,7
13078,2011-11-15,15,349,7
13078,2011-11-23,7,357,7
13078,2011-11-29,7,363,7
13078,2011-12-06,9,370,7
13079,2011-07-22,1,233,233
13079,2011-09-09,1,282,233
13079,2011-09-25,2,298,233
13079,2011-11-18,1,352,233
13079,2011-12-05,1,369,233
13080,2011-06-13,6,194,194
13081,2010-12-03,74,2,2
13081,2011-01-06,171,36,2
13081,2011-02-24,73,85,2
13081,2011-03-21,82,110,2
13081,2011-05-06,176,156,2
13081,2011-07-19,178,230,2
13081,2011-11-04,208,338,2
13081,2011-11-10,3,344,2
13081,2011-11-28,63,362,2
13082,2011-01-05,7,35,35
13082,2011-03-15,17,104,35
13082,2011-03-30,4,119,35
13082,2011-04-18,21,138,35
13082,2011-06-16,13,197,35
13082,2011-07-05,7,216,35
13082,2011-08-05,4,247,35
13083,2011-09-25,14,298,298
13083,2011-12-05,4,369,298
13085,2011-02-17,13,78,78
13085,2011-07-05,9,216,78
13089,2010-12-05,2,4,4
13089,2010-12-06,39,5,4
13089,2010-12-13,23,12,4
13089,2010-12-15,18,14,4
13089,2010-12-16,4,15,4
13089,2011-01-05,60,35,4
13089,2011-01-06,13,36,4
13089,2011-01-13,47,43,4
13089,2011-01-17,51,47,4
13089,2011-01-26,1,56,4
13089,2011-01-27,34,57,4
13089,2011-01-28,1,58,4
13089,2011-01-31,22,61,4
13089,2011-02-02,46,63,4
13089,2011-02-14,4,75,4
13089,2011-02-16,46,77,4
13089,2011-02-23,36,84,4
13089,2011-03-08,62,97,4
13089,2011-03-16,31,105,4
13089,2011-03-24,31,113,4
13089,2011-03-31,57,120,4
13089,2011-04-05,32,125,4
13089,2011-04-07,3,127,4
13089,2011-04-11,1,131,4
13089,2011-04-12,22,132,4
13089,2011-04-14,1,134,4
13089,2011-04-17,26,137,4
13089,2011-04-27,5,147,4
13089,2011-05-03,58,153,4
13089,2011-05-06,3,156,4
13089,2011-05-11,5,161,4
13089,2011-05-13,52,163,4
13089,2011-05-16,11,166,4
13089,2011-05-24,38,174,4
13089,2011-06-05,13,186,4
13089,2011-06-07,50,188,4
13089,2011-06-19,51,200,4
13089,2011-06-22,39,203,4
13089,2011-07-06,25,217,4
13089,2011-07-11,34,222,4
13089,2011-07-13,5,224,4
13089,2011-07-21,76,232,4
13089,2011-07-29,5,240,4
13089,2011-08-02,58,244,4
13089,2011-08-15,38,257,4
13089,2011-08-19,6,261,4
13089,2011-08-31,29,273,4
13089,2011-09-01,96,274,4
13089,2011-09-20,11,293,4
13089,2011-09-22,45,295,4
13089,2011-09-25,5,298,4
13089,2011-09-30,40,303,4
13089,2011-10-06,13,309,4
13089,2011-10-11,37,314,4
13089,2011-10-19,17,322,4
13089,2011-10-28,23,331,4
13089,2011-10-30,8,333,4
13089,2011-11-08,45,342,4
13089,2011-11-14,30,348,4
13089,2011-11-16,4,350,4
13089,2011-11-17,18,351,4
13089,2011-11-23,15,357,4
13089,2011-11-28,8,362,4
13089,2011-12-01,16,365,4
13089,2011-12-05,71,369,4
13089,2011-12-07,2,371,4
13090,2010-12-02,4,1,1
13090,2010-12-09,4,8,1
13090,2011-01-14,3,44,1
13090,2011-02-23,6,84,1
13090,2011-03-18,6,107,1
13090,2011-04-15,19,135,1
13090,2011-06-17,19,198,1
13090,2011-07-26,15,237,1
13090,2011-10-06,26,309,1
13090,2011-10-17,5,320,1
13090,2011-11-08,32,342,1
13090,2011-11-20,11,354,1
13090,2011-12-01,5,365,1
13091,2011-11-11,21,345,345
13092,2010-12-15,7,14,14
13092,2011-03-07,6,96,14
13092,2011-04-26,6,146,14
13092,2011-05-12,2,162,14
13092,2011-09-30,4,303,14
13093,2010-12-01,13,0,0
13093,2010-12-16,36,15,0
13093,2011-01-06,42,36,0
13093,2011-01-13,19,43,0
13093,2011-02-02,27,63,0
13093,2011-02-25,17,86,0
13093,2011-03-09,5,98,0
13094,2010-12-06,3,5,5
13094,2011-01-04,1,34,5
13094,2011-01-06,1,36,5
13094,2011-02-11,1,72,5
13094,2011-03-02,1,91,5
13094,2011-05-15,3,165,5
13094,2011-05-18,3,168,5
13094,2011-06-01,2,182,5
13094,2011-07-06,3,217,5
13094,2011-08-02,2,244,5
13094,2011-09-20,2,293,5
13094,2011-11-18,2,352,5
13095,2011-09-30,6,303,303
13097,2010-12-14,11,13,13
13097,2011-01-06,41,36,13
13097,2011-02-20,51,81,13
13097,2011-03-25,74,114,13
13097,2011-04-20,19,140,13
13097,2011-06-19,71,200,13
13097,2011-08-09,57,251,13
13097,2011-09-23,74,296,13
13097,2011-11-07,25,341,13
13098,2011-01-26,12,56,56
13098,2011-02-08,3,69,56
13098,2011-03-11,7,100,56
13098,2011-04-04,8,124,56
13098,2011-04-06,35,126,56
13098,2011-05-10,33,160,56
13098,2011-05-11,42,161,56
13098,2011-05-25,27,175,56
13098,2011-06-07,20,188,56
13098,2011-06-16,34,197,56
13098,2011-06-23,22,204,56
13098,2011-07-05,11,216,56
13098,2011-07-11,21,222,56
13098,2011-07-21,16,232,56
13098,2011-07-28,17,239,56
13098,2011-08-04,35,246,56
13098,2011-08-18,18,260,56
13098,2011-09-06,20,279,56
13098,2011-09-13,20,286,56
13098,2011-10-10,50,313,56
13098,2011-10-27,26,330,56
13098,2011-11-10,32,344,56
13098,2011-11-18,13,352,56
13098,2011-11-30,18,364,56
13098,2011-12-04,7,368,56
13098,2011-12-08,25,372,56
13099,2011-09-01,1,274,274
13101,2011-04-19,8,139,139
13102,2010-12-09,11,8,8
13102,2010-12-14,12,13,8
13102,2011-01-09,16,39,8
13102,2011-01-11,31,41,8
13102,2011-01-21,1,51,8
13102,2011-02-03,10,64,8
13102,2011-02-04,9,65,8
13102,2011-03-10,25,99,8
13102,2011-03-20,11,109,8
13102,2011-04-07,29,127,8
13102,2011-05-03,19,153,8
13102,2011-05-25,17,175,8
13102,2011-06-19,11,200,8
13102,2011-07-08,19,219,8
13102,2011-07-29,29,240,8
13102,2011-09-19,17,292,8
13102,2011-10-28,6,331,8
13102,2011-11-16,9,350,8
13102,2011-12-01,15,365,8
13102,2011-12-08,7,372,8
13103,2011-10-31,8,334,334
13104,2010-12-20,1,19,19
13104,2011-03-17,2,106,19
13104,2011-07-29,1,240,19
13104,2011-09-15,9,288,19
13104,2011-10-24,3,327,19
13104,2011-12-06,4,370,19
13106,2011-07-29,1,240,240
13107,2011-01-10,21,40,40
13107,2011-06-17,15,198,40
13107,2011-09-15,19,288,40
13107,2011-10-26,3,329,40
13108,2010-12-02,10,1,1
13109,2011-07-05,24,216,216
13109,2011-10-11,23,314,216
13110,2011-02-01,20,62,62
13110,2011-03-01,27,90,62
13110,2011-03-27,32,116,62
13110,2011-07-25,25,236,62
13110,2011-10-17,23,320,62
13110,2011-11-08,18,342,62
13113,2010-12-08,10,7,7
13113,2011-01-12,11,42,7
13113,2011-01-26,19,56,7
13113,2011-02-04,14,65,7
13113,2011-02-22,11,83,7
13113,2011-03-04,9,93,7
13113,2011-03-21,6,110,7
13113,2011-03-30,7,119,7
13113,2011-04-11,4,131,7
13113,2011-04-18,12,138,7
13113,2011-04-27,6,147,7
13113,2011-05-03,4,153,7
13113,2011-05-12,6,162,7
13113,2011-05-22,7,172,7
13113,2011-05-31,9,181,7
13113,2011-06-17,12,198,7
13113,2011-06-30,7,211,7
13113,2011-08-09,9,251,7
13113,2011-08-18,14,260,7
13113,2011-10-09,8,312,7
13113,2011-10-30,7,333,7
13113,2011-11-25,5,359,7
13113,2011-12-09,4,373,7
13115,2011-06-08,55,189,189
13115,2011-10-12,42,315,189
13115,2011-10-14,1,317,189
13115,2011-11-28,22,362,189
13116,2011-07-24,30,235,235
13117,2010-12-02,15,1,1
13117,2010-12-09,11,8,1
13117,2011-01-24,8,54,1
13117,2011-03-07,7,96,1
13117,2011-04-15,8,135,1
13117,2011-05-06,10,156,1
13117,2011-08-10,7,252,1
13117,2011-11-18,10,352,1
13118,2011-02-24,14,85,85
13118,2011-03-31,19,120,85
13118,2011-05-15,15,165,85
13118,2011-11-20,31,354,85
13120,2011-04-15,1,135,135
13121,2011-03-15,50,104,104
13122,2011-04-13,54,133,133
13122,2011-09-06,1,279,133
13124,2010-12-15,61,14,14
13124,2011-04-01,89,121,14
13124,2011-09-11,85,284,14
13126,2010-12-08,13,7,7
13126,2011-01-05,18,35,7
13126,2011-03-10,16,99,7
13126,2011-03-31,19,120,7
13126,2011-09-28,25,301,7
13126,2011-10-26,19,329,7
13126,2011-12-05,30,369,7
13127,2011-09-23,15,296,296
13130,2011-09-06,2,279,279
13131,2011-06-05,14,186,186
13131,2011-09-29,17,302,186
13131,2011-11-16,13,350,186
13132,2011-03-23,3,112,112
13133,2011-02-08,3,69,69
13133,2011-03-11,4,100,69
13134,2011-04-13,24,133,133
13134,2011-04-19,1,139,133
13134,2011-06-09,21,190,133
13134,2011-09-15,52,288,133
13135,2011-05-27,1,177,177
13136,2011-05-11,30,161,161
13136,2011-07-20,35,231,161
13136,2011-09-13,37,286,161
13136,2011-10-14,25,317,161
13137,2011-02-04,48,65,65
13137,2011-04-01,127,121,65
13137,2011-07-24,74,235,65
13137,2011-08-28,74,270,65
13137,2011-09-08,81,281,65
13137,2011-10-30,130,333,65
13137,2011-11-11,65,345,65
13137,2011-11-29,105,363,65
13138,2010-12-02,14,1,1
13138,2011-04-13,12,133,1
13138,2011-07-29,7,240,1
13138,2011-09-20,14,293,1
13138,2011-10-24,8,327,1
13138,2011-11-17,8,351,1
13139,2011-03-25,5,114,114
13139,2011-05-08,29,158,114
13139,2011-08-22,16,264,114
13139,2011-09-28,73,301,114
13139,2011-11-07,40,341,114
13139,2011-11-23,7,357,114
13140,2010-12-08,16,7,7
13140,2011-08-16,16,258,7
13140,2011-08-23,14,265,7
13141,2011-01-28,31,58,58
13141,2011-04-19,30,139,58
13141,2011-05-09,28,159,58
13141,2011-09-16,46,289,58
13142,2011-11-20,23,354,354
13144,2011-01-11,3,41,41
13145,2010-12-02,1,1,1
13145,2011-08-04,1,246,1
13145,2011-09-09,3,282,1
13145,2011-10-31,1,334,1
13146,2011-11-13,17,347,347
13147,2011-09-01,1,274,274
13147,2011-10-27,1,330,274
13147,2011-11-09,1,343,274
13147,2011-11-29,1,363,274
13148,2010-12-10,18,9,9
13148,2011-01-30,98,60,9
13148,2011-03-23,29,112,9
13148,2011-04-21,18,141,9
13148,2011-07-03,53,214,9
13148,2011-07-29,30,240,9
13148,2011-11-10,73,344,9
13149,2011-02-23,18,84,84
13149,2011-07-13,30,224,84
13149,2011-08-25,16,267,84
13149,2011-11-25,22,359,84
13151,2011-02-17,74,78,78
13153,2011-12-04,15,368,368
13155,2010-12-06,52,5,5
13155,2011-01-17,11,47,5
13155,2011-09-21,16,294,5
13155,2011-11-06,6,340,5
13157,2011-02-14,11,75,75
13157,2011-04-12,14,132,75
13157,2011-07-21,18,232,75
13157,2011-10-21,44,324,75
13158,2011-01-25,19,55,55
13158,2011-07-07,20,218,55
13158,2011-08-12,17,254,55
13158,2011-09-06,23,279,55
13159,2011-08-16,34,258,258
13159,2011-08-25,43,267,258
13159,2011-10-20,21,323,258
13159,2011-12-01,23,365,258
13160,2011-11-17,4,351,351
13161,2011-01-30,8,60,60
13162,2011-01-09,37,39,39
13162,2011-04-20,22,140,39
13162,2011-06-08,1,189,39
13162,2011-08-09,19,251,39
13165,2010-12-23,13,22,22
13165,2011-10-24,29,327,22
13166,2011-03-01,41,90,90
13167,2011-07-19,13,230,230
13167,2011-08-01,23,243,230
13167,2011-10-03,18,306,230
13167,2011-11-21,11,355,230
13168,2011-01-25,76,55,55
13168,2011-02-20,25,81,55
13168,2011-05-24,11,174,55
13168,2011-11-03,19,337,55
13169,2011-04-01,6,121,121
13169,2011-10-07,7,310,121
13170,2011-11-13,32,347,347
13171,2011-02-13,23,74,74
13171,2011-10-21,13,324,74
13171,2011-11-18,10,352,74
13173,2010-12-07,23,6,6
13173,2011-12-05,20,369,6
13174,2010-12-05,169,4,4
13174,2011-01-27,73,57,4
13174,2011-11-23,72,357,4
13176,2011-10-24,72,327,327
13177,2011-10-06,17,309,309
13178,2010-12-14,32,13,13
13178,2011-02-17,25,78,13
13178,2011-04-08,27,128,13
13178,2011-05-09,35,159,13
13178,2011-05-20,11,170,13
13178,2011-06-21,31,202,13
13178,2011-07-14,19,225,13
13178,2011-07-29,25,240,13
13178,2011-09-27,34,300,13
13178,2011-11-04,15,338,13
13178,2011-11-13,11,347,13
13182,2011-10-25,11,328,328
13183,2011-01-09,20,39,39
13183,2011-03-24,9,113,39
13183,2011-05-15,8,165,39
13183,2011-07-05,7,216,39
13183,2011-07-27,8,238,39
13183,2011-08-30,20,272,39
13183,2011-09-14,8,287,39
13183,2011-11-02,8,336,39
13183,2011-12-02,6,366,39
13184,2011-02-22,20,83,83
13184,2011-04-01,13,121,83
13184,2011-04-19,32,139,83
13184,2011-04-26,8,146,83
13184,2011-06-08,22,189,83
13184,2011-07-11,38,222,83
13184,2011-07-15,1,226,83
13184,2011-08-01,26,243,83
13184,2011-11-25,21,359,83
13185,2011-03-17,1,106,106
13186,2011-08-03,51,245,245
13186,2011-09-07,12,280,245
13186,2011-10-31,16,334,245
13187,2011-01-06,37,36,36
13188,2011-11-28,2,362,362
13189,2011-08-16,18,258,258
13189,2011-11-21,11,355,258
13192,2011-05-18,33,168,168
13192,2011-09-05,30,278,168
13193,2011-10-09,29,312,312
13194,2011-07-27,3,238,238
13196,2011-03-22,34,111,111
13196,2011-09-16,63,289,111
13196,2011-11-28,13,362,111
13198,2010-12-13,24,12,12
13198,2011-01-25,52,55,12
13198,2011-04-04,67,124,12
13198,2011-07-06,27,217,12
13198,2011-08-11,32,253,12
13198,2011-11-29,24,363,12
13199,2010-12-08,4,7,7
13199,2010-12-16,7,15,7
13199,2011-01-05,2,35,7
13199,2011-01-13,1,43,7
13199,2011-01-17,1,47,7
13199,2011-02-02,1,63,7
13199,2011-02-16,9,77,7
13199,2011-03-03,2,92,7
13199,2011-03-17,8,106,7
13199,2011-04-13,1,133,7
13199,2011-04-19,1,139,7
13199,2011-04-26,1,146,7
13199,2011-05-05,2,155,7
13199,2011-05-26,9,176,7
13199,2011-06-16,3,197,7
13199,2011-06-20,2,201,7
13199,2011-07-19,4,230,7
13199,2011-08-24,4,266,7
13199,2011-08-28,1,270,7
13199,2011-09-08,3,281,7
13199,2011-10-06,10,309,7
13199,2011-10-20,1,323,7
13199,2011-10-28,12,331,7
13199,2011-11-07,4,341,7
13199,2011-11-08,2,342,7
13199,2011-11-16,4,350,7
13199,2011-11-21,5,355,7
13199,2011-11-22,1,356,7
13199,2011-11-25,5,359,7
13199,2011-11-29,1,363,7
13199,2011-12-01,2,365,7
13199,2011-12-02,3,366,7
13199,2011-12-06,3,370,7
13200,2011-08-05,14,247,247
13200,2011-09-26,21,299,247
13200,2011-11-18,9,352,247
13200,2011-11-20,2,354,247
13203,2011-04-11,10,131,131
13203,2011-08-11,10,253,131
13203,2011-10-31,25,334,131
13203,2011-11-30,12,364,131
13207,2011-07-12,5,223,223
13207,2011-11-24,3,358,223
13208,2011-02-03,26,64,64
13208,2011-04-13,35,133,64
13208,2011-05-17,33,167,64
13208,2011-07-07,18,218,64
13208,2011-10-11,36,314,64
13208,2011-10-12,1,315,64
13209,2010-12-13,13,12,12
13209,2011-01-17,6,47,12
13209,2011-04-26,127,146,12
13209,2011-07-19,53,230,12
13209,2011-08-03,39,245,12
13209,2011-11-09,83,343,12
13210,2011-09-07,22,280,280
13211,2010-12-13,2,12,12
13211,2011-09-05,44,278,12
13211,2011-11-29,10,363,12
13212,2011-10-09,56,312,312
13212,2011-11-20,86,354,312
13213,2011-05-24,23,174,174
13213,2011-06-09,10,190,174
13213,2011-08-03,18,245,174
13213,2011-10-14,39,317,174
13216,2011-03-17,5,106,106
13217,2011-07-06,1,217,217
13217,2011-07-31,2,242,217
13217,2011-08-09,1,251,217
13218,2011-08-04,5,246,246
13220,2011-04-17,1,137,137
13220,2011-05-04,15,154,137
13220,2011-06-07,1,188,137
13220,2011-09-22,4,295,137
13221,2010-12-15,35,14,14
13221,2011-04-13,31,133,14
13223,2011-04-21,1,141,141
13223,2011-05-23,4,173,141
13224,2011-07-11,42,222,222
13224,2011-10-10,66,313,222
13225,2010-12-13,4,12,12
13225,2011-01-05,8,35,12
13225,2011-03-14,4,103,12
13225,2011-05-27,3,177,12
13225,2011-07-19,2,230,12
13225,2011-10-10,4,313,12
13225,2011-12-06,7,370,12
13226,2011-03-11,16,100,100
13227,2011-05-22,9,172,172
13228,2011-09-19,2,292,292
13229,2011-04-28,10,148,148
13230,2010-12-09,13,8,8
13230,2011-01-23,49,53,8
13230,2011-02-03,23,64,8
13230,2011-02-17,31,78,8
13230,2011-03-02,80,91,8
13230,2011-04-07,53,127,8
13230,2011-04-14,23,134,8
13230,2011-04-26,79,146,8
13230,2011-05-22,13,172,8
13230,2011-07-10,67,221,8
13230,2011-07-24,26,235,8
13230,2011-11-10,39,344,8
13230,2011-12-05,115,369,8
13232,2011-04-10,14,130,130
13232,2011-05-15,60,165,130
13232,2011-05-27,40,177,130
13232,2011-06-12,18,193,130
13232,2011-09-02,37,275,130
13232,2011-11-13,21,347,130
13232,2011-11-27,17,361,130
13233,2011-01-07,17,37,37
13233,2011-09-26,26,299,37
13235,2011-05-11,58,161,161
13236,2011-08-25,21,267,267
13236,2011-11-15,15,349,267
13238,2010-12-14,5,13,13
13238,2011-06-29,11,210,13
13238,2011-11-16,14,350,13
13238,2011-11-22,1,356,13
13239,2011-03-23,22,112,112
13240,2010-12-09,21,8,8
13240,2011-03-27,23,116,8
13240,2011-06-19,8,200,8
13240,2011-09-04,15,277,8
13242,2011-05-10,5,160,160
13242,2011-08-19,8,261,160
13243,2011-05-20,58,170,170
13244,2011-09-08,27,281,281
13245,2011-10-20,16,323,323
13246,2011-01-13,36,43,43
13246,2011-01-17,4,47,43
13246,2011-02-20,24,81,43
13246,2011-05-17,36,167,43
13246,2011-06-16,15,197,43
13246,2011-11-21,26,355,43
13247,2011-09-18,14,291,291
13247,2011-10-19,6,322,291
13247,2011-11-17,4,351,291
13247,2011-11-22,1,356,291
13248,2011-06-03,21,184,184
13248,2011-08-07,5,249,184
13249,2011-03-23,2,112,112
13249,2011-09-07,19,280,112
13249,2011-09-08,2,281,112
13253,2011-01-04,16,34,34
13253,2011-07-06,20,217,34
13255,2010-12-01,6,0,0
13255,2011-11-30,7,364,0
13256,2011-11-25,1,359,359
13258,2011-05-18,15,168,168
13258,2011-11-16,19,350,168
13258,2011-11-28,4,362,168
13259,2011-10-09,87,312,312
13260,2011-10-09,8,312,312
13261,2011-02-27,8,88,88
13261,2011-03-16,1,105,88
13262,2011-03-21,11,110,110
13263,2011-01-18,39,48,48
13263,2011-03-06,110,95,48
13263,2011-03-14,82,103,48
13263,2011-03-24,73,113,48
13263,2011-03-29,52,118,48
13263,2011-04-04,67,124,48
13263,2011-04-19,47,139,48
13263,2011-04-21,30,141,48
13263,2011-04-26,61,146,48
13263,2011-05-03,57,153,48
13263,2011-05-12,60,162,48
13263,2011-05-18,40,168,48
13263,2011-05-25,51,175,48
13263,2011-06-01,36,182,48
13263,2011-06-16,72,197,48
13263,2011-06-29,48,210,48
13263,2011-07-06,26,217,48
13263,2011-07-13,55,224,48
13263,2011-08-04,46,246,48
13263,2011-08-11,35,253,48
13263,2011-08-23,73,265,48
13263,2011-09-13,64,286,48
13263,2011-09-30,69,303,48
13263,2011-10-04,21,307,48
13263,2011-10-11,57,314,48
13263,2011-10-19,1,322,48
13263,2011-10-20,39,323,48
13263,2011-10-25,50,328,48
13263,2011-10-27,37,330,48
13263,2011-11-23,60,357,48
13263,2011-11-28,44,362,48
13263,2011-12-01,27,365,48
13263,2011-12-08,48,372,48
13265,2011-03-11,13,100,100
13265,2011-04-08,28,128,100
13265,2011-06-09,21,190,100
13265,2011-09-12,13,285,100
13265,2011-10-17,16,320,100
13266,2011-03-28,19,117,117
13266,2011-04-06,11,126,117
13266,2011-04-19,19,139,117
13266,2011-05-05,16,155,117
13266,2011-05-20,12,170,117
13266,2011-06-07,9,188,117
13266,2011-07-04,16,215,117
13266,2011-08-19,15,261,117
13266,2011-09-25,17,298,117
13266,2011-10-27,20,330,117
13266,2011-11-10,18,344,117
13266,2011-11-28,15,362,117
13267,2010-12-08,15,7,7
13267,2010-12-14,10,13,7
13267,2011-01-12,16,42,7
13267,2011-03-09,16,98,7
13267,2011-03-23,14,112,7
13267,2011-04-21,14,141,7
13267,2011-05-24,17,174,7
13267,2011-07-04,16,215,7
13267,2011-08-21,14,263,7
13267,2011-09-08,16,281,7
13267,2011-11-03,20,337,7
13267,2011-11-10,16,344,7
13267,2011-11-22,12,356,7
13267,2011-12-07,15,371,7
13268,2011-03-17,96,106,106
13268,2011-03-30,56,119,106
13268,2011-04-12,24,132,106
13268,2011-05-04,40,154,106
13268,2011-05-25,40,175,106
13268,2011-06-23,44,204,106
13268,2011-09-16,43,289,106
13268,2011-11-01,57,335,106
13268,2011-11-14,2,348,106
13268,2011-11-22,38,356,106
13269,2010-12-05,12,4,4
13269,2010-12-13,16,12,4
13269,2011-04-03,95,123,4
13269,2011-04-20,21,140,4
13269,2011-05-05,16,155,4
13269,2011-06-13,19,194,4
13269,2011-07-12,15,223,4
13269,2011-08-22,15,264,4
13269,2011-09-12,17,285,4
13269,2011-10-04,27,307,4
13269,2011-11-18,30,352,4
13269,2011-11-28,21,362,4
13269,2011-12-08,12,372,4
13270,2010-12-08,1,7,7
13271,2011-11-02,96,336,336
13272,2011-09-11,8,284,284
13272,2011-11-08,7,342,284
13273,2011-08-18,16,260,260
13276,2011-09-01,7,274,274
13276,2011-10-07,23,310,274
13277,2011-07-29,2,240,240
13277,2011-08-15,2,257,240
13277,2011-11-14,1,348,240
13277,2011-11-24,3,358,240
13278,2011-10-30,46,333,333
13279,2011-09-22,9,295,295
13280,2011-01-06,37,36,36
13280,2011-01-27,41,57,36
13280,2011-08-09,7,251,36
13282,2011-05-03,14,153,153
13282,2011-06-30,8,211,153
13282,2011-11-21,15,355,153
13283,2011-06-07,2,188,188
13283,2011-10-11,5,314,188
13284,2011-01-13,13,43,43
13285,2011-02-22,52,83,83
13285,2011-04-27,30,147,83
13285,2011-07-01,55,212,83
13285,2011-11-16,50,350,83
13291,2011-07-07,42,218,218
13292,2011-02-28,14,89,89
13292,2011-11-01,17,335,89
13294,2011-04-04,32,124,124
13294,2011-06-03,22,184,124
13295,2010-12-15,10,14,14
13296,2011-07-25,5,236,236
13297,2011-10-03,38,306,306
13297,2011-11-16,11,350,306
13297,2011-12-02,10,366,306
13298,2011-12-08,2,372,372
13299,2011-03-16,5,105,105
13300,2011-06-23,20,204,204
13301,2011-02-20,20,81,81
13301,2011-05-01,21,151,81
13301,2011-07-04,24,215,81
13301,2011-08-28,16,270,81
